Incident Type;Hazards;Hazard Paths;Origins;Date
border rejection;aflatoxin;mycotoxin > aflatoxin;united states;15-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;pesticides;pesticides;pakistan;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;japan;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;pesticides;pesticides;pakistan;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, unauthorised colour, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;pesticides;pesticides;pakistan;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;pesticides;pesticides;pakistan;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;14-7-2022
alert;peanuts and products thereof;peanuts and products thereof;italy;13-7-2022
alert;rye ergot (claviceps purpurea);pathogen > biotoxins (other) > rye ergot (claviceps purpurea);france;12-7-2022
border rejection;pesticides;pesticides;austria;8-7-2022
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;pakistan;8-7-2022
border rejection;misbranding, incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;7-7-2022
border rejection;misbranding, incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;7-7-2022
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;honduras;7-7-2022
border rejection;incorrect labeling, missing required nutrition information, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;7-7-2022
border rejection;incorrect labeling, artificial colourants/synthetic dyes, missing required nutrition information;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;7-7-2022
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;7-7-2022
