Incident Type;Specific Hazards;Hazard Subcategory Paths;Origins;Date
food;prohibited substance chloramphenicol;residues of veterinary medicinal products > prohibited substance chloramphenicol;india;16-5-2011
food;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);vietnam;12-5-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;11-5-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;11-5-2011
food;unauthorised e 541 - sodium aluminium phosphate, unauthorised ingredient (fraud);unauthorised e 541 - sodium aluminium phosphate, unauthorised ingredient (fraud);ecuador;5-5-2011
border rejection;sulfamethoxazole;residues of veterinary medicinal products > antibiotics, vet drugs > sulfamethoxazole;china;1-5-2011
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;thailand;1-5-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;27-4-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;27-4-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;27-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;27-4-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;27-4-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;vietnam;27-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;25-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;22-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;18-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;18-4-2011
food;unauthorised e 541 - sodium aluminium phosphate, unauthorised ingredient (fraud);unauthorised e 541 - sodium aluminium phosphate, unauthorised ingredient (fraud);ecuador;14-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;14-4-2011
border rejection;listeria monocytogenes;pathogen > pathogenic bacteria > listeria monocytogenes;vietnam;14-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;12-4-2011
alert;undeclared sulphite;sulphur dioxide and sulphites > undeclared sulphite;vietnam;8-4-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;7-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;7-4-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;7-4-2011
food;prohibited substance chloramphenicol;residues of veterinary medicinal products > prohibited substance chloramphenicol;india;4-4-2011
border rejection;trifluralin;pesticides > dinitroaniline > trifluralin;vietnam;1-4-2011
border rejection;trifluralin;pesticides > dinitroaniline > trifluralin;vietnam;1-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;31-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;30-3-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;28-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;25-3-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;25-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;25-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;25-3-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;india;24-3-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;23-3-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;21-3-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;indonesia;21-3-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;bangladesh;18-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bangladesh;17-3-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;14-3-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;14-3-2011
border rejection;chloramphenicol;residues of veterinary medicinal products > antibiotics, vet drugs > chloramphenicol;malaysia;11-3-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;indonesia;10-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nicaragua;9-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nicaragua;9-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nicaragua;9-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;4-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;3-3-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;vietnam;3-3-2011
border rejection;trifluralin;pesticides > dinitroaniline > trifluralin;vietnam;1-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;honduras;25-2-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;25-2-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;22-2-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;18-2-2011
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;indonesia;16-2-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;15-2-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;15-2-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;14-2-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;10-2-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;honduras;9-2-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;honduras;9-2-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;honduras;9-2-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;honduras;9-2-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;8-2-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;sri lanka;7-2-2011
border rejection;nitrofuran, antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs > nitrofuran, residues of veterinary medicinal products > antibiotics, vet drugs;china;4-2-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;venezuela;3-2-2011
border rejection;trifluralin;pesticides > dinitroaniline > trifluralin;vietnam;1-2-2011
border rejection;escherichia coli;pathogen > pathogenic bacteria > escherichia coli;indonesia;1-2-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;1-2-2011
border rejection;antibiotics, vet drugs;residues of veterinary medicinal products > antibiotics, vet drugs;china;1-2-2011
border rejection;misbranding, missing required nutrition information, unauthorised colour, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, unauthorised colour, labelling/misdescription > insufficient labelling/documentation;spain;30-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;singapore;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;singapore;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;malaysia;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;pakistan;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;singapore;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;united arab emirates;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;indonesia;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;pakistan;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;pakistan;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nicaragua;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;philippines;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;brazil;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ecuador;28-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;28-1-2011
